"proteinID"	"species"	"A1"	"A2"	"A3"	"B1"	"B2"	"B3"
"FUBP1_HUMAN"	"HUMAN"	104994.333333333	100687.666666667	97599	92704.3333333333	109279	121346.333333333
"FUBP2_HUMAN"	"HUMAN"	195191	177788	206891.333333333	173469	182589.333333333	162505
"FUBP3_HUMAN"	"HUMAN"	61574.6666666667	62366.3333333333	59886.6666666667	58995.3333333333	51387	50856.3333333333
"FUMH_HUMAN"	"HUMAN"	79437.6666666667	84141.3333333333	88427	164027	40104.5	134504.5
"FUS_HUMAN"	"HUMAN"	295292	303879.5	314849.5	363609	335404.5	353878.5
"FXR1_HUMAN"	"HUMAN"	49211.6666666667	45709.6666666667	42269.6666666667	41457.3333333333	47415	49255
"G3BP1_HUMAN"	"HUMAN"	281797.666666667	264809.666666667	245767.666666667	270167.333333333	227588.666666667	221988.666666667
"G3BP2_HUMAN"	"HUMAN"	61976	75823	70771	NA	NA	NA
"G3P_HUMAN"	"HUMAN"	2965668	2895960.33333333	3141616.33333333	2882410.66666667	3174070	3119821
"G3P1_ECOLI"	"ECOLI"	1088607	977565	910752	1483994	1130704.33333333	1246602.66666667
"G6PD_ECOLI"	"ECOLI"	NA	NA	NA	60376.5	58124.5	56807
"G6PD_HUMAN"	"HUMAN"	356226	353370.333333333	333206.333333333	262359	337292.666666667	330006.666666667
"G6PI_ECOLI"	"ECOLI"	30192	32903.3333333333	46516.3333333333	398000.333333333	530509.333333333	487771.666666667
"G6PI_HUMAN"	"HUMAN"	725190	682785.666666667	623906.333333333	590297.333333333	854662.333333333	691769.666666667
"GABD_ECOLI"	"ECOLI"	NA	NA	NA	194438.5	168218.5	191684
"GABT_ECOLI"	"ECOLI"	36064.5	26150.5	22786.6666666667	113126	101920.333333333	112116.666666667
"GAL7_ECOLI"	"ECOLI"	38302	40092.6666666667	42319	510007	484069.666666667	504195.666666667
"GALK1_HUMAN"	"HUMAN"	80489.6666666667	61673	23752	69266	48817	69685
"GALT2_HUMAN"	"HUMAN"	299862.333333333	307500.333333333	294775	273646.333333333	280421.333333333	287689
"GALU_ECOLI"	"ECOLI"	NA	NA	NA	109762	116517	NA
"GANAB_HUMAN"	"HUMAN"	313585	298338.333333333	365612	271252.666666667	314108.333333333	296494
"GBB1_HUMAN"	"HUMAN"	211517.5	216720	NA	191544.5	194884	209317
"GBLP_HUMAN"	"HUMAN"	689484	649192.666666667	833823	679687.666666667	636056.333333333	825845.666666667
"GCN1L_HUMAN"	"HUMAN"	106812.333333333	189962	87436.3333333333	112326	106687.333333333	134259.666666667
"GCP2_HUMAN"	"HUMAN"	7020	7071.66666666667	4146.5	19115.5	19959.5	13661.3333333333
"GCSH_ECOLI"	"ECOLI"	NA	NA	NA	154138	203400	180676.5
"GCSP_ECOLI"	"ECOLI"	NA	NA	NA	342986	346351.666666667	360575.333333333
"GCST_ECOLI"	"ECOLI"	NA	NA	NA	145237	NA	151313
"GDIA_HUMAN"	"HUMAN"	75089	66157	23639	69544	72224	49380.3333333333
"GDIB_HUMAN"	"HUMAN"	353565	323912	327089.666666667	133467.666666667	199033	136031
"GDIR1_HUMAN"	"HUMAN"	148338.333333333	146917.666666667	111089	328607.666666667	357609.333333333	309841.333333333
"GEMI5_HUMAN"	"HUMAN"	39510	36409.3333333333	36495	13523.3333333333	9085	10894.6666666667
"GFPT1_HUMAN"	"HUMAN"	26670	30737.3333333333	18152	34198	41735	NA
"GGCT_HUMAN"	"HUMAN"	28974.3333333333	28738.6666666667	23896	31814.3333333333	28227.5	34839.3333333333
"GILT_HUMAN"	"HUMAN"	NA	NA	NA	121901.5	141484.5	131593.5
"GLGB_HUMAN"	"HUMAN"	111598.666666667	112294	103990.666666667	107316.333333333	72224	98395.6666666667
"GLGC_ECOLI"	"ECOLI"	NA	NA	NA	51079	51398	53652.5
"GLK_ECOLI"	"ECOLI"	24940	24616	20501.5	224325	212934.333333333	214090.666666667
"GLMS_ECOLI"	"ECOLI"	NA	NA	NA	143556	87601.5	139782.333333333
"GLNA_ECOLI"	"ECOLI"	NA	NA	NA	147511	NA	140575.333333333
"GLPK_ECOLI"	"ECOLI"	21848	16070.5	17133.3333333333	72690	73116.5	61963
"GLPQ_ECOLI"	"ECOLI"	NA	NA	8315.5	97846.6666666667	120529.333333333	102181
"GLRX2_ECOLI"	"ECOLI"	50785.5	44367	38153	337015	318253.333333333	466510.5
"GLRX3_HUMAN"	"HUMAN"	43337.5	57696	NA	NA	NA	NA
"GLSA1_ECOLI"	"ECOLI"	56271	47569.3333333333	49127.5	394108	376273	420153.5
"GLTB_ECOLI"	"ECOLI"	NA	NA	NA	22452	16369.5	20444.5
"GLTI_ECOLI"	"ECOLI"	NA	23600	25612	417508	402342.5	458799
"GLYA_ECOLI"	"ECOLI"	NA	NA	38803.5	176815	144922.666666667	115156.666666667
"GLYM_HUMAN"	"HUMAN"	251366.333333333	228573	126874.333333333	193832	176965.333333333	202000
"GNAI2_HUMAN"	"HUMAN"	45925.3333333333	66675.5	59416.5	65638	70905.3333333333	67126
"GNAI3_HUMAN"	"HUMAN"	69579.3333333333	107251	120276.5	77285	74365.3333333333	102851
"GNL3_HUMAN"	"HUMAN"	39249	62000.5	57654	NA	68338	NA
"GNS_HUMAN"	"HUMAN"	13015.5	14350	NA	10771.5	15194.5	10896.5
"GOGA2_HUMAN"	"HUMAN"	NA	NA	NA	33724.6666666667	30733.3333333333	15659.5
"GOGB1_HUMAN"	"HUMAN"	9283.5	7852.66666666667	10889.6666666667	113487.333333333	77852.3333333333	114517
"GOLP3_HUMAN"	"HUMAN"	49851.3333333333	57256	47549.3333333333	43985.6666666667	42059.3333333333	40353.6666666667
"GORS2_HUMAN"	"HUMAN"	84487.6666666667	86264.3333333333	88567	83896	78523.3333333333	85919.3333333333
"GPDM_HUMAN"	"HUMAN"	77835.3333333333	73477.6666666667	NA	81629	78682	79583
"GPMA_ECOLI"	"ECOLI"	30053.5	31977	33069.5	312810	295188.666666667	327500
"GPMI_ECOLI"	"ECOLI"	170598	129099.666666667	160614	864235.666666667	706535.333333333	817787.666666667
"GPR98_HUMAN"	"HUMAN"	73409.3333333333	117072.5	NA	NA	NA	92833
"GPX1_HUMAN"	"HUMAN"	42878.5	30286	NA	31251	25850.5	28128.5
"GRHPR_HUMAN"	"HUMAN"	NA	NA	NA	62825.5	NA	76815
"GRP75_HUMAN"	"HUMAN"	984693.666666667	848397	871276.666666667	863652.333333333	862850	842975.333333333
"GRP78_HUMAN"	"HUMAN"	1119810	1096140.66666667	938474.666666667	881165.333333333	804481.666666667	756388
"GSHB_HUMAN"	"HUMAN"	NA	NA	NA	NA	7660.5	18381.5
"GSTM1_HUMAN"	"HUMAN"	36985.5	29298.5	NA	44791	46189	41403.5
"GSTM3_HUMAN"	"HUMAN"	146602.666666667	124698.666666667	77247.5	129174.666666667	106266.666666667	166979
"GSTM5_HUMAN"	"HUMAN"	45119	37597	NA	45424	57851.5	NA
"GT251_HUMAN"	"HUMAN"	217323.333333333	237828.333333333	230634.666666667	246831.666666667	234528.666666667	253614.333333333
"GTF2I_HUMAN"	"HUMAN"	117885.666666667	93023	105321.333333333	135909.666666667	121967	137615.333333333
"GUAA_HUMAN"	"HUMAN"	181002	160485	168798	156222.333333333	139878	141150
"GUAD_HUMAN"	"HUMAN"	281172	274619.666666667	274839.333333333	224555.666666667	211213	233979.666666667
"GVIN1_HUMAN"	"HUMAN"	20724	NA	19027	40264	46285.5	47098.5
"GYRA_ECOLI"	"ECOLI"	NA	NA	NA	133392.5	134465	129542.5
"GYRB_ECOLI"	"ECOLI"	NA	NA	14021	110097.666666667	113653	110573.333333333
"H2AX_HUMAN"	"HUMAN"	771460.5	544736.5	1368314.33333333	NA	NA	NA
"H2AY_HUMAN"	"HUMAN"	113578.5	104041.666666667	112275	NA	NA	NA
"H2B2E_HUMAN"	"HUMAN"	1732462.66666667	2078582.66666667	1385936.66666667	1855271.33333333	1677195	1539588
"H90B3_HUMAN"	"HUMAN"	NA	NA	NA	19698	18822.5	18785
"HACD3_HUMAN"	"HUMAN"	48078	74845	83043	50928.5	NA	50949
"HAP28_HUMAN"	"HUMAN"	75170	75860	NA	82991.5	NA	89338
"HAT1_HUMAN"	"HUMAN"	48793	NA	NA	56074.6666666667	58310	74293
"HBS1L_HUMAN"	"HUMAN"	25695.5	22617	17842	18948	16297.5	13718
"HCD2_HUMAN"	"HUMAN"	597958	552375.333333333	483518	643968.333333333	571733	532528
"HCDH_HUMAN"	"HUMAN"	264990.666666667	83897.6666666667	81362.6666666667	39210.5	23769.6666666667	NA
"HCFC1_HUMAN"	"HUMAN"	53822	51262.3333333333	47026.6666666667	47672.3333333333	55740.6666666667	46786.6666666667
"HCHA_ECOLI"	"ECOLI"	NA	NA	NA	1043620	986867.333333333	1008357
"HD_HUMAN"	"HUMAN"	12768.6666666667	17032.5	13061.6666666667	15705.3333333333	4923.5	11686
"HDAC1_HUMAN"	"HUMAN"	148840	177215.333333333	161947.666666667	NA	NA	NA
"HDAC2_HUMAN"	"HUMAN"	91891	86721.5	93741.5	70812.3333333333	67141	65891.3333333333
"HDEB_ECOLI"	"ECOLI"	66970.5	NA	66371	697840	657879	789980.5
"HDGF_HUMAN"	"HUMAN"	NA	71286	136135.666666667	56199.5	87826.3333333333	77186
"HDHA_ECOLI"	"ECOLI"	20365	NA	NA	135187.333333333	159753.333333333	130766.333333333
"HEAT1_HUMAN"	"HUMAN"	66386.6666666667	53083.6666666667	60357.6666666667	83244	8886	72976
"HEBP1_HUMAN"	"HUMAN"	NA	22819	18646	NA	NA	NA
"HECD1_HUMAN"	"HUMAN"	NA	NA	NA	5470.66666666667	NA	5914
"HELZ2_HUMAN"	"HUMAN"	10099.5	6069	6174.5	2169	NA	3117.66666666667
"HERC1_HUMAN"	"HUMAN"	5532	NA	19775	14507.3333333333	12459.6666666667	15469
"HEXB_HUMAN"	"HUMAN"	133937	131707.333333333	119043.333333333	107224.333333333	112959	114427.666666667
"HFA1_YEAS8"	"YEAST"	16069	15705.5	11687.3333333333	NA	NA	NA
"HFLC_ECOLI"	"ECOLI"	7708.5	8208	10879	69415.5	72254.5	76850.5
"HINT2_HUMAN"	"HUMAN"	113025	114872.666666667	113397.333333333	149496	NA	143694
"HMCN1_HUMAN"	"HUMAN"	NA	16952.6666666667	NA	166445	150355	154976.666666667
"HMOX2_HUMAN"	"HUMAN"	NA	NA	NA	34638.5	NA	31408.5
"HNRDL_HUMAN"	"HUMAN"	NA	NA	NA	100050.5	92952.5	94465
"HNRH1_HUMAN"	"HUMAN"	660424.333333333	663607.333333333	666166.666666667	550113.666666667	537213.666666667	567560
"HNRH3_HUMAN"	"HUMAN"	231928.333333333	242793	230162	NA	NA	NA
"HNRL1_HUMAN"	"HUMAN"	267125.666666667	234570.666666667	225347.333333333	102545	108182.333333333	107455
"HNRL2_HUMAN"	"HUMAN"	192726.333333333	188630.333333333	171513	230710.333333333	197894.333333333	225627
"HNRPD_HUMAN"	"HUMAN"	544153.333333333	607351.333333333	516734.666666667	329499.5	NA	NA
"HNRPK_HUMAN"	"HUMAN"	1033073	1030763.66666667	1148031.66666667	421995.333333333	385073.333333333	360060.333333333
"HNRPL_HUMAN"	"HUMAN"	421587.666666667	430701.333333333	570478	457809.666666667	419127.333333333	451980.333333333
"HNRPM_HUMAN"	"HUMAN"	165796.666666667	272400.666666667	174413	231345.666666667	170391.333333333	171666.333333333
"HNRPQ_HUMAN"	"HUMAN"	250057.666666667	249554	230510	215563	200815.666666667	222964
"HNRPR_HUMAN"	"HUMAN"	531981.666666667	499610	509368	401735.333333333	430817.666666667	405867
"HNRPU_HUMAN"	"HUMAN"	1255944	1193449.33333333	1206245	1197532.66666667	1010900.33333333	1209456.33333333
"HNS_ECOLI"	"ECOLI"	52418	55373.6666666667	52182.3333333333	615509.666666667	413112	734570.333333333
"HP1B3_HUMAN"	"HUMAN"	83470	78327.5	69235	41558	35532	NA
"HPBP1_HUMAN"	"HUMAN"	63775	NA	52087	40349	43770.5	44545.5
"HPRT_ECOLI"	"ECOLI"	NA	NA	NA	29532	29800	32033
"HPRT_HUMAN"	"HUMAN"	109912.666666667	98659.6666666667	100672.666666667	156938.5	155381	149098
"HS105_HUMAN"	"HUMAN"	80416.3333333333	71633	72605.3333333333	40609.3333333333	39809.6666666667	38392
"HS90A_HUMAN"	"HUMAN"	380185.333333333	389186.666666667	331879.666666667	388236.666666667	357476	350069
"HS90B_HUMAN"	"HUMAN"	1612432.33333333	1710868.66666667	2057249.33333333	1421574	1623614.33333333	1384778
"HSDL2_HUMAN"	"HUMAN"	51238.3333333333	51182.3333333333	42579.5	61445.3333333333	58108.3333333333	53824.6666666667
"HSP71_HUMAN"	"HUMAN"	861517	795956.333333333	781065	837559.333333333	960394.666666667	880683.333333333
"HSP74_HUMAN"	"HUMAN"	401372.666666667	400435.333333333	377702.666666667	370342	361368	338773
"HSP7C_HUMAN"	"HUMAN"	1096013.66666667	1017143.33333333	1074819.66666667	964954.333333333	838013.666666667	895354.666666667
"HSPB1_HUMAN"	"HUMAN"	150434.666666667	182873	152591	208886.666666667	136416.666666667	128620.666666667
"HTAI2_HUMAN"	"HUMAN"	NA	NA	31289	41173.5	51466	51260.5
"HTPG_ECOLI"	"ECOLI"	33011	28915	29864.6666666667	488541.333333333	488685.666666667	519872.666666667
"HTR5A_HUMAN"	"HUMAN"	14858.5	15283.5	15046.5	10256	13140	11804.6666666667
"HTR5B_HUMAN"	"HUMAN"	NA	NA	NA	7058	9009.5	NA
"HUWE1_HUMAN"	"HUMAN"	76909.6666666667	76307	59550.3333333333	36816	42839.3333333333	57032
"HXK1_HUMAN"	"HUMAN"	105063	86160.6666666667	84216	23116.5	15470	27448
"HYDIN_HUMAN"	"HUMAN"	31449	35395.6666666667	21932	8128.33333333333	3284.66666666667	NA
"HYEP_HUMAN"	"HUMAN"	30185.3333333333	29417.6666666667	32169.3333333333	20299.5	27482	24274.5
"HYOU1_HUMAN"	"HUMAN"	155376	153388.666666667	174144.333333333	193573.666666667	196669	97804
"ICAL_HUMAN"	"HUMAN"	160761.333333333	153013.666666667	90876.6666666667	210029.666666667	132259	114729
"IDH_ECOLI"	"ECOLI"	NA	NA	NA	237749	183183.666666667	255317.5
"IDH3A_HUMAN"	"HUMAN"	84859.5	88685.5	NA	88672.5	85754.5	86673
"IDHC_HUMAN"	"HUMAN"	173124	191133	173631	208232.333333333	189000	192730.333333333
"IF2_ECOLI"	"ECOLI"	30274	28719.5	NA	299182.666666667	267567.333333333	281891
"IF2A_HUMAN"	"HUMAN"	90415	81484.6666666667	85251.3333333333	12320.3333333333	28833	NA
"IF2B_HUMAN"	"HUMAN"	34944.6666666667	33963.6666666667	39838	18390.5	NA	NA
"IF2B1_HUMAN"	"HUMAN"	NA	56360	43656	53780.5	41906.5	50055.5
"IF2B3_HUMAN"	"HUMAN"	80420.3333333333	135030.333333333	77648	121671	122804.666666667	127297
"IF2G_HUMAN"	"HUMAN"	91089.3333333333	120265	126931	180025.333333333	193649.666666667	175193.333333333
"IF2P_HUMAN"	"HUMAN"	NA	NA	NA	78763.3333333333	111884	117728
"IF4A1_HUMAN"	"HUMAN"	1071208.33333333	1059603.66666667	1197864	983531.666666667	888961.666666667	974081.666666667
"IF4B_HUMAN"	"HUMAN"	NA	NA	NA	12793	12030.5	15421
"IF4E_HUMAN"	"HUMAN"	51002	53702	40603.5	54775	44727.5	NA
"IF4G1_HUMAN"	"HUMAN"	111526	105710.333333333	131810	105460.666666667	111407.333333333	110053.333333333
"IF4G2_HUMAN"	"HUMAN"	42383	49174	43902	30995.6666666667	29773	45222.5
"IF4G3_HUMAN"	"HUMAN"	29604	28111	39400.5	26113.5	24341	NA
"IF5_HUMAN"	"HUMAN"	128281.333333333	115670.333333333	103729	121519.666666667	130936	127769.666666667
"IF5A1_HUMAN"	"HUMAN"	374661.333333333	437672	399638.666666667	405944.333333333	349425.333333333	416279.666666667
"ILF2_HUMAN"	"HUMAN"	137211.333333333	137944.666666667	113964	89185.3333333333	68135.3333333333	77744
"ILF3_HUMAN"	"HUMAN"	351804	308548.333333333	352204.666666667	280781.333333333	308783.666666667	287921.666666667
"IMA3_HUMAN"	"HUMAN"	NA	64391.5	41443.3333333333	NA	NA	NA
"IMA7_HUMAN"	"HUMAN"	69952.5	51713.3333333333	49218.6666666667	108530	87663.3333333333	89582.3333333333
"IMB1_HUMAN"	"HUMAN"	206277.333333333	193167.333333333	199440	172590.666666667	168463.666666667	171912.666666667
"IMDH_ECOLI"	"ECOLI"	15753.6666666667	18521.6666666667	22639.5	200760	226908.333333333	170892.666666667
"IMDH2_HUMAN"	"HUMAN"	136171	111707	84317	112354.5	156727.5	72868.3333333333
"IMMT_HUMAN"	"HUMAN"	221861.333333333	198692.333333333	219202.666666667	151963	160583.666666667	158302.333333333
"INF2_HUMAN"	"HUMAN"	32447.5	31936	NA	NA	NA	NA
"INT1_HUMAN"	"HUMAN"	NA	NA	NA	4888.5	3176.5	NA
"IPO4_HUMAN"	"HUMAN"	28722	NA	NA	57528	56978.5	52230
"IPO5_HUMAN"	"HUMAN"	97437	98732	142411.666666667	NA	220716	121861.5
"IPO7_HUMAN"	"HUMAN"	113764.333333333	89060.6666666667	89613	85113	98284.6666666667	95207.3333333333
"IPO8_HUMAN"	"HUMAN"	30863.6666666667	43031	45727	34752	35510.3333333333	33555
"IPYR_ECOLI"	"ECOLI"	NA	NA	NA	280140.333333333	NA	253642.666666667
"IPYR_HUMAN"	"HUMAN"	145389	130915.333333333	158730.666666667	197072.5	134597.333333333	174229.5
"IPYR2_HUMAN"	"HUMAN"	114223	70562.3333333333	73902.5	102678.666666667	NA	78237.5
"IQGA1_HUMAN"	"HUMAN"	225982.333333333	212280.333333333	162870.333333333	184940	177671.333333333	186807.666666667
"IQGA2_HUMAN"	"HUMAN"	21338	15413.5	13469.3333333333	18160.5	14666	17900
"ITA3_HUMAN"	"HUMAN"	28826	20864.3333333333	NA	NA	NA	NA
"ITB1_HUMAN"	"HUMAN"	63622.3333333333	73013.6666666667	60389.6666666667	164258	200563	159894.666666667
"ITPR1_HUMAN"	"HUMAN"	300583	326119.333333333	357335.333333333	223127	249289.333333333	222318
"ITPR2_HUMAN"	"HUMAN"	50334	55736.5	44050.5	NA	NA	46671
"ITPR3_HUMAN"	"HUMAN"	47564	45730	55036.6666666667	41947	39876	45263
"JAK3_HUMAN"	"HUMAN"	35596.5	34437	46639	27598	31724	19564.6666666667
"JIP4_HUMAN"	"HUMAN"	29542.3333333333	34064	36845.6666666667	27537.5	26044.5	23431.3333333333
"K0020_HUMAN"	"HUMAN"	17762.6666666667	19526	17967.3333333333	40245	NA	38291
"K1109_HUMAN"	"HUMAN"	17638.3333333333	18095.6666666667	NA	24007	NA	20506
"K1755_HUMAN"	"HUMAN"	NA	10035.5	13470.5	NA	NA	NA
"K1C10_HUMAN"	"HUMAN"	315968.333333333	294069.666666667	249075.333333333	91693	83205.6666666667	90844
"K1C17_HUMAN"	"HUMAN"	570547.666666667	538308.333333333	506758	515646.666666667	397074	538472.666666667
"K1C18_HUMAN"	"HUMAN"	740111	731582.666666667	761356.333333333	673769.333333333	800698.666666667	696486.666666667
"K1C19_HUMAN"	"HUMAN"	64726	72654	69755	71135	61720.6666666667	71809
"K22E_HUMAN"	"HUMAN"	23639	43970.3333333333	33999	7603	NA	NA
"K2C1_HUMAN"	"HUMAN"	314781.333333333	302080.333333333	292010.666666667	111637	119164.666666667	116291.666666667
"K2C7_HUMAN"	"HUMAN"	524791.666666667	527483	574567	475328.333333333	508121.5	443075.333333333
"K2C8_HUMAN"	"HUMAN"	750653.333333333	765847.666666667	873632.333333333	725239	713463.333333333	735858.666666667
"K6PF_HUMAN"	"HUMAN"	115055.333333333	113263	111359	98450	99002	112676
"K6PF1_ECOLI"	"ECOLI"	24270	23469.5	29185	191342.5	213513.5	194404
"K6PL_HUMAN"	"HUMAN"	87546	92445	78572	82698.6666666667	81114.3333333333	73825.6666666667
"K6PP_HUMAN"	"HUMAN"	269658.666666667	205339	259519	280803.333333333	263417.333333333	296790.666666667
"KAD_ECOLI"	"ECOLI"	NA	NA	NA	140681	112204.5	106935.5
"KAD1_HUMAN"	"HUMAN"	NA	21608.5	NA	250980	218102	229535.5
"KAD2_HUMAN"	"HUMAN"	141599.666666667	155123.333333333	146664.333333333	262674.333333333	262403	329278.333333333
"KAD3_HUMAN"	"HUMAN"	11105.5	10161.3333333333	NA	NA	13987.5	10565.5
"KALRN_HUMAN"	"HUMAN"	7090	1900.5	NA	NA	NA	NA
"KATG_ECOLI"	"ECOLI"	42464.6666666667	22527	36009.6666666667	375966	356378.666666667	368876.333333333
"KBL_ECOLI"	"ECOLI"	13738.3333333333	14790.6666666667	14059	161593	162224.333333333	159587
"KCD12_HUMAN"	"HUMAN"	30965	40631.5	54110.5	37810	47667	58990.5
"KCRB_HUMAN"	"HUMAN"	258090	275585	301749.666666667	296734	363337.666666667	283945.666666667
"KCY_HUMAN"	"HUMAN"	217910.666666667	144661.666666667	206717.5	93003.6666666667	117758.666666667	98021.3333333333
"KDEL1_HUMAN"	"HUMAN"	21163.5	NA	NA	28301.5	29543.5	26539.5
"KDIS_HUMAN"	"HUMAN"	16017	NA	16862	NA	NA	NA
"KDM1A_HUMAN"	"HUMAN"	29386.6666666667	28757	29502	24226.6666666667	28534.6666666667	26264.3333333333
"KHDR1_HUMAN"	"HUMAN"	170599	88390	NA	NA	NA	NA
"KI13A_HUMAN"	"HUMAN"	7972	6219.5	7841.5	NA	NA	NA
"KI67_HUMAN"	"HUMAN"	27883	24022	27423	34521.6666666667	32822	36393
"KIF15_HUMAN"	"HUMAN"	NA	NA	NA	18018	NA	18345.3333333333
"KIF1B_HUMAN"	"HUMAN"	4689.5	3929.5	5082	NA	4744.5	NA
"KIF27_HUMAN"	"HUMAN"	NA	18222	NA	15490.5	18288.5	13371.5
"KINH_HUMAN"	"HUMAN"	63596.6666666667	65830.6666666667	65058.6666666667	107225.333333333	93732.3333333333	109817
"KMT2B_HUMAN"	"HUMAN"	44121	40256.3333333333	49835.5	55511	NA	62918
"KMT2C_HUMAN"	"HUMAN"	20853.6666666667	20191.6666666667	22870	7823.66666666667	10215.6666666667	13825.6666666667
"KMT2D_HUMAN"	"HUMAN"	6459	5937.66666666667	7565	12173	11468	11599.3333333333
"KNTC1_HUMAN"	"HUMAN"	29725.5	30178	17750	NA	NA	NA
"KPCG_HUMAN"	"HUMAN"	40056	40346	43352.5	NA	NA	NA
"KPRS_ECOLI"	"ECOLI"	NA	40358	NA	391073.5	262298	359269
"KPYK1_ECOLI"	"ECOLI"	145561.5	141172	156053	1107396	1115777.66666667	1076692.33333333
"KPYK2_ECOLI"	"ECOLI"	131440.333333333	106406.666666667	106222	611619.666666667	563154	556276.666666667
"KPYM_HUMAN"	"HUMAN"	1673623.33333333	1551066	1722559	1074631	1170461	1118049.66666667
"KS6A1_HUMAN"	"HUMAN"	22555	25465	36985.3333333333	207687.333333333	218639	206944.666666667
"KS6A6_HUMAN"	"HUMAN"	NA	NA	NA	18671	15166.5	18627.5
"KTN1_HUMAN"	"HUMAN"	75161	65596	71245.6666666667	53810.3333333333	53213	63717.3333333333
"LA_HUMAN"	"HUMAN"	89371.3333333333	76367.3333333333	106563.666666667	NA	NA	NA
"LAMA2_HUMAN"	"HUMAN"	30549.5	NA	6793.5	12140	2755	12008.3333333333
"LAMA5_HUMAN"	"HUMAN"	29359.3333333333	28443	26018	22368.6666666667	33447.6666666667	29665
"LAMB1_HUMAN"	"HUMAN"	46753	32998.6666666667	28233.6666666667	NA	52556.5	NA
"LAMB2_HUMAN"	"HUMAN"	13835.5	14277	9104	9066	NA	8071.5
"LAMC1_HUMAN"	"HUMAN"	79142.5	87285.5	78314	NA	NA	NA
"LANC1_HUMAN"	"HUMAN"	NA	26252.5	30407.5	15775.5	17812.5	14007.5
"LAP2A_HUMAN"	"HUMAN"	90346.3333333333	85633	77733.6666666667	83596	96250	123398.5
"LAP2B_HUMAN"	"HUMAN"	11202.5	12326	12785	NA	NA	NA
"LARP1_HUMAN"	"HUMAN"	48924.3333333333	49327.3333333333	46819	55270.3333333333	54380	50863
"LASP1_HUMAN"	"HUMAN"	NA	NA	NA	108139	95497.5	110007
"LAT1_HUMAN"	"HUMAN"	267065	302993.5	342067	309332.5	260154	274599.5
"LBR_HUMAN"	"HUMAN"	113177	105340.5	106871.5	NA	NA	NA
"LC7L2_HUMAN"	"HUMAN"	152697.5	114695.333333333	167080.5	177301	NA	NA
"LDCI_ECOLI"	"ECOLI"	8691.33333333333	18612.5	13428.5	141707.333333333	136645.666666667	151763
"LDHA_HUMAN"	"HUMAN"	NA	756057	667929.666666667	NA	NA	NA
"LDHB_HUMAN"	"HUMAN"	1367732.66666667	1271282	1273440.33333333	973841.666666667	838975	918340.666666667
"LDHD_ECOLI"	"ECOLI"	NA	NA	NA	86337.3333333333	NA	76019.3333333333
"LEG3_HUMAN"	"HUMAN"	NA	NA	NA	87315	127925	108231.5
"LEPA_ECOLI"	"ECOLI"	NA	NA	NA	NA	40370	42669.5
"LETM1_HUMAN"	"HUMAN"	33071.6666666667	28429.3333333333	48771.3333333333	33361.5	22844	20661
"LG3BP_HUMAN"	"HUMAN"	15393.5	15055.5	11653.5	NA	NA	NA
"LGUL_HUMAN"	"HUMAN"	77752.5	81857	81439	21409	NA	NA
"LIMC1_HUMAN"	"HUMAN"	41303.6666666667	35597	58686	17642	26959	18288.5
"LIS1_HUMAN"	"HUMAN"	NA	129282.5	NA	91867	78876	92349.3333333333
"LITD1_HUMAN"	"HUMAN"	109111.333333333	99004	110135.666666667	NA	NA	NA
"LKHA4_HUMAN"	"HUMAN"	144484.333333333	93041.6666666667	94252.3333333333	125179.333333333	158319.666666667	136367.666666667
"LMAN1_HUMAN"	"HUMAN"	238846.666666667	225233.333333333	199266	101197.666666667	242795.666666667	127335.333333333
"LMAN2_HUMAN"	"HUMAN"	194003.333333333	189650.666666667	184648.666666667	NA	NA	NA
"LMNA_HUMAN"	"HUMAN"	682698.333333333	711035.333333333	817686.333333333	717920.333333333	769454	678991
"LMNB1_HUMAN"	"HUMAN"	235147	233271.333333333	247754.666666667	247589	229749.333333333	212147
"LMNB2_HUMAN"	"HUMAN"	NA	NA	NA	98489.5	55237.5	NA
"LMO7_HUMAN"	"HUMAN"	271756.666666667	278517.666666667	403079.333333333	101590	107786.666666667	109701
"LON_ECOLI"	"ECOLI"	NA	NA	NA	94486	79640.3333333333	84883
"LONM_HUMAN"	"HUMAN"	94051	88322.3333333333	85951.6666666667	55130.6666666667	57689.3333333333	52967.6666666667
"LPPRC_HUMAN"	"HUMAN"	164134	144995.666666667	178854.666666667	325533.666666667	290266.666666667	323510
"LPTE_ECOLI"	"ECOLI"	NA	NA	NA	135368	120626.5	160905
"LRBA_HUMAN"	"HUMAN"	9870.66666666667	17080	NA	16282.5	NA	11968
"LRC47_HUMAN"	"HUMAN"	30975.3333333333	42353	29767	29078.3333333333	30031	25367.6666666667
"LRC53_HUMAN"	"HUMAN"	NA	NA	NA	19613.3333333333	14060.6666666667	10719.6666666667
"LRC59_HUMAN"	"HUMAN"	202900	212089.5	160601.5	NA	NA	NA
"LYRIC_HUMAN"	"HUMAN"	73715.5	66332	75310.5	83692.3333333333	84920.3333333333	83300.3333333333
"LYST_HUMAN"	"HUMAN"	132576.333333333	123390	141136.333333333	10379	10304.6666666667	10998.6666666667
"M2OM_HUMAN"	"HUMAN"	36550	30505.5	37877.5	32388	39915.5	38084
"MACF1_HUMAN"	"HUMAN"	36166.6666666667	51396.3333333333	29991.3333333333	23428.3333333333	18242.3333333333	26379.6666666667
"MALE_ECOLI"	"ECOLI"	NA	7024	NA	204681	174182	187496
