id;species
VPP4_HUMAN;HUMAN
VPP3_HUMAN;HUMAN
VPRBP_HUMAN;HUMAN
VPRE3_HUMAN;HUMAN
VPREB_HUMAN;HUMAN
VPP2_HUMAN;HUMAN
VPS11_HUMAN;HUMAN
VPS16_HUMAN;HUMAN
VPS18_HUMAN;HUMAN
VPS25_HUMAN;HUMAN
VPS28_HUMAN;HUMAN
VPS29_HUMAN;HUMAN
VPS35_HUMAN;HUMAN
VPS36_HUMAN;HUMAN
VPS39_HUMAN;HUMAN
VPS41_HUMAN;HUMAN
VPS45_HUMAN;HUMAN
VPS4A_HUMAN;HUMAN
VPS4B_HUMAN;HUMAN
VPS51_HUMAN;HUMAN
VPS52_HUMAN;HUMAN
VPS53_HUMAN;HUMAN
VPS54_HUMAN;HUMAN
VPS72_HUMAN;HUMAN
VPS8_HUMAN;HUMAN
VRK2_HUMAN;HUMAN
VRK1_HUMAN;HUMAN
VRK3_HUMAN;HUMAN
VRTN_HUMAN;HUMAN
VS10L_HUMAN;HUMAN
VSI10_HUMAN;HUMAN
VSIG1_HUMAN;HUMAN
VSIG2_HUMAN;HUMAN
VSIG8_HUMAN;HUMAN
VSIG4_HUMAN;HUMAN
VSTM1_HUMAN;HUMAN
VSTM5_HUMAN;HUMAN
VSTM4_HUMAN;HUMAN
VSX1_HUMAN;HUMAN
VSX2_HUMAN;HUMAN
VTA1_HUMAN;HUMAN
VTCN1_HUMAN;HUMAN
VTDB_HUMAN;HUMAN
VTI1A_HUMAN;HUMAN
VTI1B_HUMAN;HUMAN
VTM2A_HUMAN;HUMAN
VTM2B_HUMAN;HUMAN
VTM2L_HUMAN;HUMAN
VTNC_HUMAN;HUMAN
VW5B1_HUMAN;HUMAN
VW5B2_HUMAN;HUMAN
VWA1_HUMAN;HUMAN
VWA2_HUMAN;HUMAN
VWA3A_HUMAN;HUMAN
VWA3B_HUMAN;HUMAN
VWA7_HUMAN;HUMAN
VWA9_HUMAN;HUMAN
VWA8_HUMAN;HUMAN
VWC2L_HUMAN;HUMAN
VWC2_HUMAN;HUMAN
VWCE_HUMAN;HUMAN
VWDE_HUMAN;HUMAN
VWF_HUMAN;HUMAN
WAC_HUMAN;HUMAN
WAP53_HUMAN;HUMAN
WAPL_HUMAN;HUMAN
WASF1_HUMAN;HUMAN
WASF3_HUMAN;HUMAN
WASF2_HUMAN;HUMAN
WASH1_HUMAN;HUMAN
WASH2_HUMAN;HUMAN
WASH3_HUMAN;HUMAN
WASH4_HUMAN;HUMAN
WASH6_HUMAN;HUMAN
WASH7_HUMAN;HUMAN
WASL_HUMAN;HUMAN
WASP_HUMAN;HUMAN
WBP11_HUMAN;HUMAN
WBP1L_HUMAN;HUMAN
WBP1_HUMAN;HUMAN
WBP2L_HUMAN;HUMAN
WBP2_HUMAN;HUMAN
WBP4_HUMAN;HUMAN
WBP5_HUMAN;HUMAN
WBS16_HUMAN;HUMAN
WBS22_HUMAN;HUMAN
WBS23_HUMAN;HUMAN
WBS27_HUMAN;HUMAN
WBS28_HUMAN;HUMAN
WDFY1_HUMAN;HUMAN
WDFY2_HUMAN;HUMAN
WDFY3_HUMAN;HUMAN
WDFY4_HUMAN;HUMAN
WDHD1_HUMAN;HUMAN
WDR11_HUMAN;HUMAN
WDR12_HUMAN;HUMAN
WDR13_HUMAN;HUMAN
WDR16_HUMAN;HUMAN
WDR17_HUMAN;HUMAN
WDR18_HUMAN;HUMAN
WDR19_HUMAN;HUMAN
WDR1_HUMAN;HUMAN
WDR20_HUMAN;HUMAN
WDR24_HUMAN;HUMAN
WDR25_HUMAN;HUMAN
WDR26_HUMAN;HUMAN
WDR27_HUMAN;HUMAN
WDR31_HUMAN;HUMAN
WDR33_HUMAN;HUMAN
WDR34_HUMAN;HUMAN
WDR37_HUMAN;HUMAN
WDR36_HUMAN;HUMAN
WDR38_HUMAN;HUMAN
WDR35_HUMAN;HUMAN
WDR3_HUMAN;HUMAN
WDR41_HUMAN;HUMAN
WDR43_HUMAN;HUMAN
WDR44_HUMAN;HUMAN
WDR46_HUMAN;HUMAN
WDR47_HUMAN;HUMAN
WDR48_HUMAN;HUMAN
WDR49_HUMAN;HUMAN
WDR4_HUMAN;HUMAN
WDR52_HUMAN;HUMAN
WDR53_HUMAN;HUMAN
WDR54_HUMAN;HUMAN
WDR55_HUMAN;HUMAN
WDR59_HUMAN;HUMAN
WDR5B_HUMAN;HUMAN
WDR5_HUMAN;HUMAN
WDR60_HUMAN;HUMAN
WDR61_HUMAN;HUMAN
WDR62_HUMAN;HUMAN
WDR63_HUMAN;HUMAN
WDR64_HUMAN;HUMAN
WDR66_HUMAN;HUMAN
WDR65_HUMAN;HUMAN
WDR6_HUMAN;HUMAN
WDR70_HUMAN;HUMAN
WDR73_HUMAN;HUMAN
WDR74_HUMAN;HUMAN
WDR75_HUMAN;HUMAN
WDR72_HUMAN;HUMAN
WDR76_HUMAN;HUMAN
WDR78_HUMAN;HUMAN
WDR7_HUMAN;HUMAN
WDR81_HUMAN;HUMAN
WDR82_HUMAN;HUMAN
WDR83_HUMAN;HUMAN
WDR86_HUMAN;HUMAN
WDR87_HUMAN;HUMAN
WDR88_HUMAN;HUMAN
WDR89_HUMAN;HUMAN
WDR90_HUMAN;HUMAN
WDR91_HUMAN;HUMAN
WDR92_HUMAN;HUMAN
WDR96_HUMAN;HUMAN
WDR93_HUMAN;HUMAN
WDTC1_HUMAN;HUMAN
WEE1_HUMAN;HUMAN
WEE2_HUMAN;HUMAN
WF10A_HUMAN;HUMAN
WF10B_HUMAN;HUMAN
WFD11_HUMAN;HUMAN
WFD12_HUMAN;HUMAN
WFD13_HUMAN;HUMAN
WFDC1_HUMAN;HUMAN
WFDC2_HUMAN;HUMAN
WFDC3_HUMAN;HUMAN
WFDC5_HUMAN;HUMAN
WFDC6_HUMAN;HUMAN
WFDC8_HUMAN;HUMAN
WFDC9_HUMAN;HUMAN
WFKN1_HUMAN;HUMAN
WFKN2_HUMAN;HUMAN
WFS1_HUMAN;HUMAN
WHAL1_HUMAN;HUMAN
WHAMM_HUMAN;HUMAN
WHRN_HUMAN;HUMAN
WIBG_HUMAN;HUMAN
WIF1_HUMAN;HUMAN
WIPF1_HUMAN;HUMAN
WIPF2_HUMAN;HUMAN
WIPF3_HUMAN;HUMAN
WIPI1_HUMAN;HUMAN
WIPI2_HUMAN;HUMAN
WIPI3_HUMAN;HUMAN
WIPI4_HUMAN;HUMAN
WISP1_HUMAN;HUMAN
WISP2_HUMAN;HUMAN
WISP3_HUMAN;HUMAN
WIT1_HUMAN;HUMAN
WIZ_HUMAN;HUMAN
WLS_HUMAN;HUMAN
WN10A_HUMAN;HUMAN
WN10B_HUMAN;HUMAN
WNK1_HUMAN;HUMAN
WNK4_HUMAN;HUMAN
WNK2_HUMAN;HUMAN
WNT11_HUMAN;HUMAN
WNT16_HUMAN;HUMAN
WNT1_HUMAN;HUMAN
WNT2B_HUMAN;HUMAN
WNK3_HUMAN;HUMAN
WNT2_HUMAN;HUMAN
WNT3A_HUMAN;HUMAN
WNT3_HUMAN;HUMAN
WNT4_HUMAN;HUMAN
WNT5B_HUMAN;HUMAN
WNT5A_HUMAN;HUMAN
WNT6_HUMAN;HUMAN
WNT7A_HUMAN;HUMAN
WNT7B_HUMAN;HUMAN
WNT8A_HUMAN;HUMAN
WNT8B_HUMAN;HUMAN
WNT9A_HUMAN;HUMAN
WNT9B_HUMAN;HUMAN
WRB_HUMAN;HUMAN
WRIP1_HUMAN;HUMAN
WRP73_HUMAN;HUMAN
WRN_HUMAN;HUMAN
WSB1_HUMAN;HUMAN
WSB2_HUMAN;HUMAN
WSCD1_HUMAN;HUMAN
WSCD2_HUMAN;HUMAN
WSDU1_HUMAN;HUMAN
WT1_HUMAN;HUMAN
WTIP_HUMAN;HUMAN
WWC2_HUMAN;HUMAN
WWAS2_HUMAN;HUMAN
WWC3_HUMAN;HUMAN
WWOX_HUMAN;HUMAN
WWP1_HUMAN;HUMAN
WWP2_HUMAN;HUMAN
WWTR1_HUMAN;HUMAN
X3CL1_HUMAN;HUMAN
XAGE1_HUMAN;HUMAN
XAF1_HUMAN;HUMAN
XAGE2_HUMAN;HUMAN
XAGE5_HUMAN;HUMAN
XAGE3_HUMAN;HUMAN
XCL2_HUMAN;HUMAN
XBP1_HUMAN;HUMAN
XCR1_HUMAN;HUMAN
XCL1_HUMAN;HUMAN
XCT_HUMAN;HUMAN
XDH_HUMAN;HUMAN
XG_HUMAN;HUMAN
XIAP_HUMAN;HUMAN
XIRP1_HUMAN;HUMAN
XIRP2_HUMAN;HUMAN
XKR2_HUMAN;HUMAN
XKR3_HUMAN;HUMAN
XKR4_HUMAN;HUMAN
XKR5_HUMAN;HUMAN
XKR6_HUMAN;HUMAN
XKR8_HUMAN;HUMAN
XKR7_HUMAN;HUMAN
XKR9_HUMAN;HUMAN
XKRY2_HUMAN;HUMAN
XKRY_HUMAN;HUMAN
XK_HUMAN;HUMAN
XLRS1_HUMAN;HUMAN
XP32_HUMAN;HUMAN
XPA_HUMAN;HUMAN
XPC_HUMAN;HUMAN
XPF_HUMAN;HUMAN
XPO1_HUMAN;HUMAN
XPO2_HUMAN;HUMAN
XPO4_HUMAN;HUMAN
XPO5_HUMAN;HUMAN
XPO7_HUMAN;HUMAN
XPO6_HUMAN;HUMAN
XPOT_HUMAN;HUMAN
XPP1_HUMAN;HUMAN
XPP2_HUMAN;HUMAN
XPP3_HUMAN;HUMAN
XPR1_HUMAN;HUMAN
XRCC1_HUMAN;HUMAN
XRCC2_HUMAN;HUMAN
XRCC4_HUMAN;HUMAN
XRCC3_HUMAN;HUMAN
XRCC5_HUMAN;HUMAN
XRN1_HUMAN;HUMAN
XRCC6_HUMAN;HUMAN
XRN2_HUMAN;HUMAN
XRP2_HUMAN;HUMAN
XRRA1_HUMAN;HUMAN
XXLT1_HUMAN;HUMAN
XYLB_HUMAN;HUMAN
XYLK_HUMAN;HUMAN
XYLT1_HUMAN;HUMAN
XYLT2_HUMAN;HUMAN
YA001_HUMAN;HUMAN
YA005_HUMAN;HUMAN
YA006_HUMAN;HUMAN
YA011_HUMAN;HUMAN
YA014_HUMAN;HUMAN
YA015_HUMAN;HUMAN
YA016_HUMAN;HUMAN
YA021_HUMAN;HUMAN
YA023_HUMAN;HUMAN
YA026_HUMAN;HUMAN
YA028_HUMAN;HUMAN
YA033_HUMAN;HUMAN
YA034_HUMAN;HUMAN
YA037_HUMAN;HUMAN
YA043_HUMAN;HUMAN
YA044_HUMAN;HUMAN
YAED1_HUMAN;HUMAN
YAF2_HUMAN;HUMAN
YAP1_HUMAN;HUMAN
YB002_HUMAN;HUMAN
YB003_HUMAN;HUMAN
YB004_HUMAN;HUMAN
YB011_HUMAN;HUMAN
YB025_HUMAN;HUMAN
YB035_HUMAN;HUMAN
YB039_HUMAN;HUMAN
YB043_HUMAN;HUMAN
YB047_HUMAN;HUMAN
YB049_HUMAN;HUMAN
YB052_HUMAN;HUMAN
YB057_HUMAN;HUMAN
YBEY_HUMAN;HUMAN
YBOX1_HUMAN;HUMAN
YBOX2_HUMAN;HUMAN
YBOX3_HUMAN;HUMAN
YC002_HUMAN;HUMAN
YC003_HUMAN;HUMAN
YC005_HUMAN;HUMAN
YC006_HUMAN;HUMAN
YC010_HUMAN;HUMAN
YC018_HUMAN;HUMAN
YC014_HUMAN;HUMAN
YC023_HUMAN;HUMAN
YC025_HUMAN;HUMAN
YC029_HUMAN;HUMAN
YD019_HUMAN;HUMAN
YD018_HUMAN;HUMAN
YD020_HUMAN;HUMAN
YD021_HUMAN;HUMAN
YD022_HUMAN;HUMAN
YD023_HUMAN;HUMAN
YD286_HUMAN;HUMAN
YDJC_HUMAN;HUMAN
YE014_HUMAN;HUMAN
YE016_HUMAN;HUMAN
YE027_HUMAN;HUMAN
YES_HUMAN;HUMAN
YETS4_HUMAN;HUMAN
YETS2_HUMAN;HUMAN
YF001_HUMAN;HUMAN
YF002_HUMAN;HUMAN
YF005_HUMAN;HUMAN
YF006_HUMAN;HUMAN
YF009_HUMAN;HUMAN
YF010_HUMAN;HUMAN
YF013_HUMAN;HUMAN
YF016_HUMAN;HUMAN
YG006_HUMAN;HUMAN
YG001_HUMAN;HUMAN
YG007_HUMAN;HUMAN
YG018_HUMAN;HUMAN
YG024_HUMAN;HUMAN
YG027_HUMAN;HUMAN
YG039_HUMAN;HUMAN
YG040_HUMAN;HUMAN
YG041_HUMAN;HUMAN
YG045_HUMAN;HUMAN
YG046_HUMAN;HUMAN
YG055_HUMAN;HUMAN
YG056_HUMAN;HUMAN
YH006_HUMAN;HUMAN
YH007_HUMAN;HUMAN
YH008_HUMAN;HUMAN
YH009_HUMAN;HUMAN
YH010_HUMAN;HUMAN
YI001_HUMAN;HUMAN
YI004_HUMAN;HUMAN
YI007_HUMAN;HUMAN
YI012_HUMAN;HUMAN
YI014_HUMAN;HUMAN
YI018_HUMAN;HUMAN
YI016_HUMAN;HUMAN
YI019_HUMAN;HUMAN
YI023_HUMAN;HUMAN
YI024_HUMAN;HUMAN
YI025_HUMAN;HUMAN
YI028_HUMAN;HUMAN
YI029_HUMAN;HUMAN
YI036_HUMAN;HUMAN
YI035_HUMAN;HUMAN
YIF1B_HUMAN;HUMAN
YIF1A_HUMAN;HUMAN
YIPF2_HUMAN;HUMAN
YIPF1_HUMAN;HUMAN
YIPF3_HUMAN;HUMAN
YIPF4_HUMAN;HUMAN
YIPF5_HUMAN;HUMAN
YIPF6_HUMAN;HUMAN
YIPF7_HUMAN;HUMAN
YJ001_HUMAN;HUMAN
YJ004_HUMAN;HUMAN
YJ005_HUMAN;HUMAN
YJ006_HUMAN;HUMAN
YJ008_HUMAN;HUMAN
YJ009_HUMAN;HUMAN
YJ010_HUMAN;HUMAN
YJ012_HUMAN;HUMAN
YJ013_HUMAN;HUMAN
YJ016_HUMAN;HUMAN
YJ017_HUMAN;HUMAN
YJ018_HUMAN;HUMAN
YJEN3_HUMAN;HUMAN
YK004_HUMAN;HUMAN
YK006_HUMAN;HUMAN
YK016_HUMAN;HUMAN
YK019_HUMAN;HUMAN
YK022_HUMAN;HUMAN
YK026_HUMAN;HUMAN
YK025_HUMAN;HUMAN
YK031_HUMAN;HUMAN
YK032_HUMAN;HUMAN
YK033_HUMAN;HUMAN
YK038_HUMAN;HUMAN
YK039_HUMAN;HUMAN
YK041_HUMAN;HUMAN
YK042_HUMAN;HUMAN
YK045_HUMAN;HUMAN
YKT6_HUMAN;HUMAN
YL004_HUMAN;HUMAN
YL014_HUMAN;HUMAN
YL016_HUMAN;HUMAN
YL021_HUMAN;HUMAN
YL023_HUMAN;HUMAN
YLAT2_HUMAN;HUMAN
YLAT1_HUMAN;HUMAN
YLPM1_HUMAN;HUMAN
YM006_HUMAN;HUMAN
YM012_HUMAN;HUMAN
YM011_HUMAN;HUMAN
YM017_HUMAN;HUMAN
YMEL1_HUMAN;HUMAN
YN001_HUMAN;HUMAN
YN005_HUMAN;HUMAN
YN009_HUMAN;HUMAN
YN010_HUMAN;HUMAN
YN011_HUMAN;HUMAN
YO001_HUMAN;HUMAN
YO002_HUMAN;HUMAN
YO003_HUMAN;HUMAN
YO010_HUMAN;HUMAN
YO007_HUMAN;HUMAN
YO011_HUMAN;HUMAN
YO014_HUMAN;HUMAN
YO026_HUMAN;HUMAN
YO027_HUMAN;HUMAN
YO028_HUMAN;HUMAN
YP007_HUMAN;HUMAN
YP002_HUMAN;HUMAN
YP008_HUMAN;HUMAN
YP009_HUMAN;HUMAN
YP010_HUMAN;HUMAN
YP015_HUMAN;HUMAN
YP021_HUMAN;HUMAN
YP023_HUMAN;HUMAN
YP026_HUMAN;HUMAN
YP029_HUMAN;HUMAN
YP032_HUMAN;HUMAN
YP033_HUMAN;HUMAN
YP034_HUMAN;HUMAN
YPEL1_HUMAN;HUMAN
YPEL2_HUMAN;HUMAN
YPEL3_HUMAN;HUMAN
YPEL4_HUMAN;HUMAN
YPEL5_HUMAN;HUMAN
YQ014_HUMAN;HUMAN
YQ015_HUMAN;HUMAN
YQ018_HUMAN;HUMAN
YQ019_HUMAN;HUMAN
YQ024_HUMAN;HUMAN
YQ027_HUMAN;HUMAN
YQ032_HUMAN;HUMAN
YQ037_HUMAN;HUMAN
YQ041_HUMAN;HUMAN
YQ045_HUMAN;HUMAN
YQ046_HUMAN;HUMAN
YQ047_HUMAN;HUMAN
YQ048_HUMAN;HUMAN
YQ050_HUMAN;HUMAN
YR005_HUMAN;HUMAN
YR007_HUMAN;HUMAN
YR010_HUMAN;HUMAN
YRDC_HUMAN;HUMAN
YS001_HUMAN;HUMAN
YS002_HUMAN;HUMAN
YS003_HUMAN;HUMAN
YS006_HUMAN;HUMAN
YS014_HUMAN;HUMAN
YS017_HUMAN;HUMAN
YS025_HUMAN;HUMAN
YS027_HUMAN;HUMAN
YS038_HUMAN;HUMAN
YS039_HUMAN;HUMAN
YS043_HUMAN;HUMAN
YS045_HUMAN;HUMAN
YS049_HUMAN;HUMAN
YS060_HUMAN;HUMAN
YT001_HUMAN;HUMAN
YT006_HUMAN;HUMAN
YT009_HUMAN;HUMAN
YT011_HUMAN;HUMAN
YT014_HUMAN;HUMAN
YTDC1_HUMAN;HUMAN
YTDC2_HUMAN;HUMAN
YTHD1_HUMAN;HUMAN
YTHD2_HUMAN;HUMAN
YTHD3_HUMAN;HUMAN
YU004_HUMAN;HUMAN
YU005_HUMAN;HUMAN
YU007_HUMAN;HUMAN
YU009_HUMAN;HUMAN
YU008_HUMAN;HUMAN
YV004_HUMAN;HUMAN
YV006_HUMAN;HUMAN
YV007_HUMAN;HUMAN
YV008_HUMAN;HUMAN
YV009_HUMAN;HUMAN
YV010_HUMAN;HUMAN
YV018_HUMAN;HUMAN
YV019_HUMAN;HUMAN
YV020_HUMAN;HUMAN
YV012_HUMAN;HUMAN
YV021_HUMAN;HUMAN
YV023_HUMAN;HUMAN
YV027_HUMAN;HUMAN
YV028_HUMAN;HUMAN
YX002_HUMAN;HUMAN
YX004_HUMAN;HUMAN
YX013_HUMAN;HUMAN
YX015_HUMAN;HUMAN
YYAP1_HUMAN;HUMAN
YYY4_HUMAN;HUMAN
Z280A_HUMAN;HUMAN
Z280B_HUMAN;HUMAN
Z280C_HUMAN;HUMAN
Z280D_HUMAN;HUMAN
Z286A_HUMAN;HUMAN
Z286B_HUMAN;HUMAN
Z324A_HUMAN;HUMAN
Z324B_HUMAN;HUMAN
Z354A_HUMAN;HUMAN
Z354C_HUMAN;HUMAN
Z354B_HUMAN;HUMAN
Z355P_HUMAN;HUMAN
Z385B_HUMAN;HUMAN
Z385C_HUMAN;HUMAN
Z385D_HUMAN;HUMAN
Z3H7A_HUMAN;HUMAN
Z3H7B_HUMAN;HUMAN
Z518A_HUMAN;HUMAN
Z512B_HUMAN;HUMAN
Z385A_HUMAN;HUMAN
Z518B_HUMAN;HUMAN
Z585A_HUMAN;HUMAN
Z585B_HUMAN;HUMAN
Z587B_HUMAN;HUMAN
Z658B_HUMAN;HUMAN
Z705A_HUMAN;HUMAN
Z705B_HUMAN;HUMAN
Z705D_HUMAN;HUMAN
Z705E_HUMAN;HUMAN
Z705F_HUMAN;HUMAN
Z780A_HUMAN;HUMAN
Z780B_HUMAN;HUMAN
Z705G_HUMAN;HUMAN
Z804B_HUMAN;HUMAN
Z876P_HUMAN;HUMAN
Z804A_HUMAN;HUMAN
ZA2G_HUMAN;HUMAN
ZACN_HUMAN;HUMAN
ZADH2_HUMAN;HUMAN
ZAGL1_HUMAN;HUMAN
ZAGL2_HUMAN;HUMAN
ZAN_HUMAN;HUMAN
ZAP70_HUMAN;HUMAN
ZAR1L_HUMAN;HUMAN
ZAR1_HUMAN;HUMAN
ZB6CL_HUMAN;HUMAN
ZBBX_HUMAN;HUMAN
ZBED2_HUMAN;HUMAN
ZBED4_HUMAN;HUMAN
ZBED1_HUMAN;HUMAN
ZBED3_HUMAN;HUMAN
ZBED5_HUMAN;HUMAN
ZBED6_HUMAN;HUMAN
ZBED8_HUMAN;HUMAN
ZBT10_HUMAN;HUMAN
ZBP1_HUMAN;HUMAN
ZBT11_HUMAN;HUMAN
ZBT12_HUMAN;HUMAN
ZBT14_HUMAN;HUMAN
ZBT17_HUMAN;HUMAN
ZBT16_HUMAN;HUMAN
ZBT18_HUMAN;HUMAN
ZBT20_HUMAN;HUMAN
ZBT21_HUMAN;HUMAN
ZBT22_HUMAN;HUMAN
ZBT24_HUMAN;HUMAN
ZBT25_HUMAN;HUMAN
ZBT26_HUMAN;HUMAN
ZBT32_HUMAN;HUMAN
ZBT34_HUMAN;HUMAN
ZBT37_HUMAN;HUMAN
ZBT38_HUMAN;HUMAN
ZBT39_HUMAN;HUMAN
ZBT40_HUMAN;HUMAN
ZBT41_HUMAN;HUMAN
ZBT42_HUMAN;HUMAN
ZBT43_HUMAN;HUMAN
ZBT44_HUMAN;HUMAN
ZBT47_HUMAN;HUMAN
ZBT45_HUMAN;HUMAN
ZBT46_HUMAN;HUMAN
ZBT48_HUMAN;HUMAN
ZBT49_HUMAN;HUMAN
ZBT7A_HUMAN;HUMAN
ZBT7C_HUMAN;HUMAN
ZBT7B_HUMAN;HUMAN
ZBT8B_HUMAN;HUMAN
ZBT8A_HUMAN;HUMAN
ZBTB2_HUMAN;HUMAN
ZBTB3_HUMAN;HUMAN
ZBTB1_HUMAN;HUMAN
ZBTB4_HUMAN;HUMAN
ZBTB5_HUMAN;HUMAN
ZBTB6_HUMAN;HUMAN
ZBTB9_HUMAN;HUMAN
ZC11A_HUMAN;HUMAN
ZC12A_HUMAN;HUMAN
ZC12C_HUMAN;HUMAN
ZC12D_HUMAN;HUMAN
ZC12B_HUMAN;HUMAN
ZC21A_HUMAN;HUMAN
ZC21B_HUMAN;HUMAN
ZC21C_HUMAN;HUMAN
ZC3H1_HUMAN;HUMAN
ZC3H3_HUMAN;HUMAN
ZC3H4_HUMAN;HUMAN
ZC3H6_HUMAN;HUMAN
ZC3HA_HUMAN;HUMAN
ZC3HD_HUMAN;HUMAN
ZC3H8_HUMAN;HUMAN
ZC3HE_HUMAN;HUMAN
ZC3HF_HUMAN;HUMAN
ZC4H2_HUMAN;HUMAN
ZCC18_HUMAN;HUMAN
ZCCHL_HUMAN;HUMAN
ZCCHV_HUMAN;HUMAN
ZCH10_HUMAN;HUMAN
ZCH12_HUMAN;HUMAN
ZCH13_HUMAN;HUMAN
ZCH14_HUMAN;HUMAN
ZCH16_HUMAN;HUMAN
ZCH18_HUMAN;HUMAN
ZCH23_HUMAN;HUMAN
ZCH24_HUMAN;HUMAN
ZCHC2_HUMAN;HUMAN
ZCHC4_HUMAN;HUMAN
ZCHC3_HUMAN;HUMAN
ZCHC5_HUMAN;HUMAN
ZCHC7_HUMAN;HUMAN
ZCHC8_HUMAN;HUMAN
ZCHC9_HUMAN;HUMAN
ZCPW1_HUMAN;HUMAN
ZCPW2_HUMAN;HUMAN
ZCRB1_HUMAN;HUMAN
ZDBF2_HUMAN;HUMAN
ZDH11_HUMAN;HUMAN
ZDH12_HUMAN;HUMAN
ZDH13_HUMAN;HUMAN
ZDH14_HUMAN;HUMAN
ZDH16_HUMAN;HUMAN
ZDH15_HUMAN;HUMAN
ZDH17_HUMAN;HUMAN
ZDH18_HUMAN;HUMAN
ZDH19_HUMAN;HUMAN
ZDH20_HUMAN;HUMAN
ZDH21_HUMAN;HUMAN
ZDH22_HUMAN;HUMAN
ZDH23_HUMAN;HUMAN
ZDH24_HUMAN;HUMAN
ZDHC1_HUMAN;HUMAN
ZDHC2_HUMAN;HUMAN
ZDHC3_HUMAN;HUMAN
ZDHC4_HUMAN;HUMAN
ZDHC5_HUMAN;HUMAN
ZDHC6_HUMAN;HUMAN
ZDHC7_HUMAN;HUMAN
ZDHC8_HUMAN;HUMAN
ZDHC9_HUMAN;HUMAN
ZEB1_HUMAN;HUMAN
ZEB2_HUMAN;HUMAN
ZEP1_HUMAN;HUMAN
ZEP2_HUMAN;HUMAN
ZEP3_HUMAN;HUMAN
ZER1_HUMAN;HUMAN
ZF64A_HUMAN;HUMAN
ZF64B_HUMAN;HUMAN
ZF69B_HUMAN;HUMAN
ZFAN1_HUMAN;HUMAN
ZFAN3_HUMAN;HUMAN
ZFAN4_HUMAN;HUMAN
ZFAN5_HUMAN;HUMAN
ZFAN6_HUMAN;HUMAN
ZFAT_HUMAN;HUMAN
ZFHX2_HUMAN;HUMAN
ZFHX3_HUMAN;HUMAN
ZFHX4_HUMAN;HUMAN
ZFN2A_HUMAN;HUMAN
ZFN2B_HUMAN;HUMAN
ZFP14_HUMAN;HUMAN
ZFP1_HUMAN;HUMAN
ZFP28_HUMAN;HUMAN
ZFP30_HUMAN;HUMAN
ZFP37_HUMAN;HUMAN
ZFP2_HUMAN;HUMAN
ZFP3_HUMAN;HUMAN
ZFP41_HUMAN;HUMAN
ZFP42_HUMAN;HUMAN
ZFP57_HUMAN;HUMAN
ZFP62_HUMAN;HUMAN
ZFP69_HUMAN;HUMAN
ZFP82_HUMAN;HUMAN
ZFP90_HUMAN;HUMAN
ZFP91_HUMAN;HUMAN
ZFP92_HUMAN;HUMAN
ZFPL1_HUMAN;HUMAN
ZFR2_HUMAN;HUMAN
ZFR_HUMAN;HUMAN
ZFX_HUMAN;HUMAN
ZFY16_HUMAN;HUMAN
ZFY19_HUMAN;HUMAN
ZFY21_HUMAN;HUMAN
ZFY26_HUMAN;HUMAN
ZFY27_HUMAN;HUMAN
ZFYV1_HUMAN;HUMAN
ZFY_HUMAN;HUMAN
ZFYV9_HUMAN;HUMAN
ZG16B_HUMAN;HUMAN
ZG16_HUMAN;HUMAN
ZGLP1_HUMAN;HUMAN
ZGPAT_HUMAN;HUMAN
ZH11B_HUMAN;HUMAN
ZHANG_HUMAN;HUMAN
ZHX1R_HUMAN;HUMAN
ZHX1_HUMAN;HUMAN
ZHX2_HUMAN;HUMAN
ZHX3_HUMAN;HUMAN
ZIC1_HUMAN;HUMAN
ZIC2_HUMAN;HUMAN
ZIC3_HUMAN;HUMAN
ZIC4_HUMAN;HUMAN
ZIC5_HUMAN;HUMAN
ZIK1_HUMAN;HUMAN
ZIM2_HUMAN;HUMAN
ZIM3_HUMAN;HUMAN
ZKSC1_HUMAN;HUMAN
ZKSC2_HUMAN;HUMAN
ZKSC4_HUMAN;HUMAN
ZKSC3_HUMAN;HUMAN
ZKSC5_HUMAN;HUMAN
ZKSC7_HUMAN;HUMAN
ZKSC8_HUMAN;HUMAN
ZMAT1_HUMAN;HUMAN
ZMAT2_HUMAN;HUMAN
ZMAT3_HUMAN;HUMAN
ZMAT4_HUMAN;HUMAN
ZMAT5_HUMAN;HUMAN
ZMIZ2_HUMAN;HUMAN
ZMIZ1_HUMAN;HUMAN
ZMY10_HUMAN;HUMAN
ZMY12_HUMAN;HUMAN
ZMY19_HUMAN;HUMAN
ZMY11_HUMAN;HUMAN
ZMY15_HUMAN;HUMAN
ZMYM1_HUMAN;HUMAN
ZMYM2_HUMAN;HUMAN
ZMYM4_HUMAN;HUMAN
ZMYM5_HUMAN;HUMAN
ZMYM6_HUMAN;HUMAN
ZMYNB_HUMAN;HUMAN
ZMYM3_HUMAN;HUMAN
ZN100_HUMAN;HUMAN
ZN101_HUMAN;HUMAN
ZN106_HUMAN;HUMAN
ZN107_HUMAN;HUMAN
ZN112_HUMAN;HUMAN
ZN114_HUMAN;HUMAN
ZN117_HUMAN;HUMAN
ZN121_HUMAN;HUMAN
ZN124_HUMAN;HUMAN
ZN131_HUMAN;HUMAN
ZN133_HUMAN;HUMAN
ZN134_HUMAN;HUMAN
ZN132_HUMAN;HUMAN
ZN135_HUMAN;HUMAN
ZN136_HUMAN;HUMAN
ZN137_HUMAN;HUMAN
ZN138_HUMAN;HUMAN
